Dive Code, Board, Dive Description, DD
303A,10M,Reverse 1 1/2 Somersault Straight,2.60
303B,1M,Reverse 1 1/2 Somersault Pike,2.40
303B,3M,Reverse 1 1/2 Somersault Pike,2.30
303B,5M,Reverse 1 1/2 Somersault Pike,2.40
303B,7M,Reverse 1 1/2 Somersault Pike,2.30
303B,10M,Reverse 1 1/2 Somersault Pike,2.30
303C,1M,Reverse 1 1/2 Somersault Tuck,2.10
303C,3M,Reverse 1 1/2 Somersault Tuck,2.00
303C,5M,Reverse 1 1/2 Somersault Tuck,2.10
303C,7M,Reverse 1 1/2 Somersault Tuck,2.00
303C,10M,Reverse 1 1/2 Somersault Tuck,2.00
304A,1M,Reverse 2 Somersault Straight,2.90
304A,3M,Reverse 2 Somersault Straight,2.70
304A,5M,Reverse 2 Somersault Straight,2.90
304A,7M,Reverse 2 Somersault Straight,2.70
304A,10M,Reverse 2 Somersault Straight,2.80
304B,1M,Reverse 2 Somersault Pike,2.60
304B,3M,Reverse 2 Somersault Pike,2.40
304B,5M,Reverse 2 Somersault Pike,2.60
304B,7M,Reverse 2 Somersault Pike,2.40
304B,10M,Reverse 2 Somersault Pike,2.50
304B,60M,Reverse 2 Somersault Pike,3.20
304B,75M,Reverse 2 Somersault Pike,3.70
304B,90M,Reverse 2 Somersault Pike,4.30
304C,1M,Reverse 2 Somersault Tuck,2.30
304C,3M,Reverse 2 Somersault Tuck,2.10
304C,5M,Reverse 2 Somersault Tuck,2.30
304C,7M,Reverse 2 Somersault Tuck,2.10
304C,10M,Reverse 2 Somersault Tuck,2.20
304C,60M,Reverse 2 Somersault Tuck,2.90
304C,75M,Reverse 2 Somersault Tuck,3.40
304C,90M,Reverse 2 Somersault Tuck,3.90
305A,3M,Reverse 2 1/2 Somersault Straight,3.40
305A,7M,Reverse 2 1/2 Somersault Straight,3.50
305A,10M,Reverse 2 1/2 Somersault Straight,3.40
305B,1M,Reverse 2 1/2 Somersault Pike,3.20
305B,3M,Reverse 2 1/2 Somersault Pike,3.00
305B,5M,Reverse 2 1/2 Somersault Pike,3.30
305B,7M,Reverse 2 1/2 Somersault Pike,3.10
305B,10M,Reverse 2 1/2 Somersault Pike,3.00
305C,1M,Reverse 2 1/2 Somersault Tuck,3.00
305C,3M,Reverse 2 1/2 Somersault Tuck,2.80
305C,5M,Reverse 2 1/2 Somersault Tuck,3.10
305C,7M,Reverse 2 1/2 Somersault Tuck,2.90
305C,10M,Reverse 2 1/2 Somersault Tuck,2.80
306B,1M,Reverse 3 Somersault Pike,3.30
306B,3M,Reverse 3 Somersault Pike,2.90
306B,5M,Reverse 3 Somersault Pike,3.40
306B,7M,Reverse 3 Somersault Pike,3.00
306B,10M,Reverse 3 Somersault Pike,3.20
306B,60M,Reverse 3 Somersault Pike,4.10
306B,75M,Reverse 3 Somersault Pike,4.60
306B,90M,Reverse 3 Somersault Pike,5.20
306C,1M,Reverse 3 Somersault Tuck,3.00
306C,3M,Reverse 3 Somersault Tuck,2.60
306C,5M,Reverse 3 Somersault Tuck,3.10
306C,7M,Reverse 3 Somersault Tuck,2.70
306C,10M,Reverse 3 Somersault Tuck,2.90
306C,60M,Reverse 3 Somersault Tuck,3.90
306C,75M,Reverse 3 Somersault Tuck,4.40
306C,90M,Reverse 3 Somersault Tuck,4.90
307B,3M,Reverse 3 1/2 Somersault Pike,3.80
307B,10M,Reverse 3 1/2 Somersault Pike,3.70
307C,3M,Reverse 3 1/2 Somersault Tuck,3.50
307C,10M,Reverse 3 1/2 Somersault Tuck,3.40
308B,3M,Reverse 4 Somersault Pike,3.70
308B,7M,Reverse 4 Somersault Pike,4.50
308B,10M,Reverse 4 Somersault Pike,4.40
308B,60M,Reverse 4 Somersault Pike,4.90
308B,75M,Reverse 4 Somersault Pike,5.40
308B,90M,Reverse 4 Somersault Pike,6.00
308C,3M,Reverse 4 Somersault Tuck,3.40
308C,7M,Reverse 4 Somersault Tuck,4.20
308C,10M,Reverse 4 Somersault Tuck,4.10
308C,60M,Reverse 4 Somersault Tuck,4.70
308C,75M,Reverse 4 Somersault Tuck,5.20
308C,90M,Reverse 4 Somersault Tuck,5.70
309B,3M,Reverse 4 1/2 Somersault Pike,4.70
309B,10M,Reverse 4 1/2 Somersault Pike,4.80
309C,3M,Reverse 4 1/2 Somersault Tuck,4.40
309C,10M,Reverse 4 1/2 Somersault Tuck,4.50
310B,60M,Reverse Flying Dive Pike,5.80
310B,75M,Reverse Flying Dive Pike,6.30
310B,90M,Reverse Flying Dive Pike,6.90
310C,60M,Reverse Flying Dive Tuck,5.60
310C,75M,Reverse Flying Dive Tuck,6.10
310C,90M,Reverse Flying Dive Tuck,6.60
312B,1M,Reverse Flying 1 Somersault Pike,1.80
312B,3M,Reverse Flying 1 Somersault Pike,1.90
312B,5M,Reverse Flying 1 Somersault Pike,1.80
312B,7M,Reverse Flying 1 Somersault Pike,1.90
312B,10M,Reverse Flying 1 Somersault Pike,2.00
312B,60M,Reverse Flying 1 Somersault Pike,2.80
312B,75M,Reverse Flying 1 Somersault Pike,3.30
312B,90M,Reverse Flying 1 Somersault Pike,3.90
312C,1M,Reverse Flying 1 Somersault Tuck,1.70
312C,3M,Reverse Flying 1 Somersault Tuck,1.80
312C,5M,Reverse Flying 1 Somersault Tuck,1.70
312C,7M,Reverse Flying 1 Somersault Tuck,1.80
312C,10M,Reverse Flying 1 Somersault Tuck,1.90
312C,60M,Reverse Flying 1 Somersault Tuck,2.70
312C,75M,Reverse Flying 1 Somersault Tuck,3.20
312C,90M,Reverse Flying 1 Somersault Tuck,3.70
313B,1M,Reverse Flying 1 1/2 Somersault Pike,2.60
313B,3M,Reverse Flying 1 1/2 Somersault Pike,2.50
313B,5M,Reverse Flying 1 1/2 Somersault Pike,2.60
313B,7M,Reverse Flying 1 1/2 Somersault Pike,2.50
313B,10M,Reverse Flying 1 1/2 Somersault Pike,2.50
313C,1M,Reverse Flying 1 1/2 Somersault Tuck,2.30
313C,3M,Reverse Flying 1 1/2 Somersault Tuck,2.20
313C,5M,Reverse Flying 1 1/2 Somersault Tuck,2.30
313C,7M,Reverse Flying 1 1/2 Somersault Tuck,2.20
313C,10M,Reverse Flying 1 1/2 Somersault Tuck,2.20
400A,1M,Inward Jump Straight,1.00
400A,3M,Inward Jump Straight,1.00
400A,5M,Inward Jump Straight,1.00
400A,7M,Inward Jump Straight,1.00
400A,10M,Inward Jump Straight,1.00
400B,1M,Inward Jump Pike,1.00
400B,3M,Inward Jump Pike,1.00
400B,5M,Inward Jump Pike,1.00
400B,7M,Inward Jump Pike,1.00
400B,10M,Inward Jump Pike,1.00
400C,1M,Inward Jump Tuck,1.00
400C,3M,Inward Jump Tuck,1.00
400C,5M,Inward Jump Tuck,1.00
400C,7M,Inward Jump Tuck,1.00
400C,10M,Inward Jump Tuck,1.00
400D,1M,Inward Jump Free,1.00
400D,3M,Inward Jump Free,1.00
400D,5M,Inward Jump Free,1.00
400D,7M,Inward Jump Free,1.00
400D,10M,Inward Jump Free,1.00
401A,1M,Inward Dive Straight,1.80
401A,3M,Inward Dive Straight,1.70
401A,5M,Inward Dive Straight,1.80
401A,7M,Inward Dive Straight,1.70
401A,10M,Inward Dive Straight,1.70
401B,1M,Inward Dive Pike,1.50
401B,3M,Inward Dive Pike,1.40
401B,5M,Inward Dive Pike,1.50
401B,7M,Inward Dive Pike,1.40
401B,10M,Inward Dive Pike,1.40
401C,1M,Inward Dive Tuck,1.40
401C,3M,Inward Dive Tuck,1.30
401C,5M,Inward Dive Tuck,1.40
401C,7M,Inward Dive Tuck,1.30
401C,10M,Inward Dive Tuck,1.30
402A,1M,Inward 1 Somersault Straight,2.00
402A,3M,Inward 1 Somersault Straight,1.80
402A,5M,Inward 1 Somersault Straight,2.00
402A,7M,Inward 1 Somersault Straight,1.80
402A,10M,Inward 1 Somersault Straight,1.90
402B,1M,Inward 1 Somersault Pike,1.70
402B,3M,Inward 1 Somersault Pike,1.50
402B,5M,Inward 1 Somersault Pike,1.70
402B,7M,Inward 1 Somersault Pike,1.50
402B,10M,Inward 1 Somersault Pike,1.60
402B,60M,Inward 1 Somersault Pike,2.50
402B,75M,Inward 1 Somersault Pike,3.00
402B,90M,Inward 1 Somersault Pike,3.60
402C,1M,Inward 1 Somersault Tuck,1.60
402C,3M,Inward 1 Somersault Tuck,1.40
402C,5M,Inward 1 Somersault Tuck,1.60
402C,7M,Inward 1 Somersault Tuck,1.40
402C,10M,Inward 1 Somersault Tuck,1.50
402C,60M,Inward 1 Somersault Tuck,2.40
402C,75M,Inward 1 Somersault Tuck,2.90
402C,90M,Inward 1 Somersault Tuck,3.40
402E,60M,Inward 1 Somersault Pos,2.80
402E,75M,Inward 1 Somersault Pos,3.30
403A,3M,Inward 1 1/2 Somersault Straight,2.60
403B,1M,Inward 1 1/2 Somersault Pike,2.40
403B,3M,Inward 1 1/2 Somersault Pike,2.10
403B,5M,Inward 1 1/2 Somersault Pike,2.40
403B,7M,Inward 1 1/2 Somersault Pike,2.10
403B,10M,Inward 1 1/2 Somersault Pike,2.00
403C,1M,Inward 1 1/2 Somersault Tuck,2.20
403C,3M,Inward 1 1/2 Somersault Tuck,1.90
403C,5M,Inward 1 1/2 Somersault Tuck,2.20
403C,7M,Inward 1 1/2 Somersault Tuck,1.90
403C,10M,Inward 1 1/2 Somersault Tuck,1.80
404B,1M,Inward 2 Somersault Pike,3.00
404B,3M,Inward 2 Somersault Pike,2.60
404B,5M,Inward 2 Somersault Pike,3.00
404B,7M,Inward 2 Somersault Pike,2.60
404B,10M,Inward 2 Somersault Pike,2.60
404B,60M,Inward 2 Somersault Pike,3.30
404B,75M,Inward 2 Somersault Pike,3.80
404B,90M,Inward 2 Somersault Pike,4.40
404C,1M,Inward 2 Somersault Tuck,2.80
404C,3M,Inward 2 Somersault Tuck,2.40
404C,5M,Inward 2 Somersault Tuck,2.80
404C,7M,Inward 2 Somersault Tuck,2.40
404C,10M,Inward 2 Somersault Tuck,2.40
404C,60M,Inward 2 Somersault Tuck,3.10
404C,75M,Inward 2 Somersault Tuck,3.60
404C,90M,Inward 2 Somersault Tuck,4.10
405B,1M,Inward 2 1/2 Somersault Pike,3.40
405B,3M,Inward 2 1/2 Somersault Pike,3.00
405B,5M,Inward 2 1/2 Somersault Pike,3.40
405B,7M,Inward 2 1/2 Somersault Pike,3.00
405B,10M,Inward 2 1/2 Somersault Pike,2.80
405C,1M,Inward 2 1/2 Somersault Tuck,3.10
405C,3M,Inward 2 1/2 Somersault Tuck,2.70
405C,5M,Inward 2 1/2 Somersault Tuck,3.10
405C,7M,Inward 2 1/2 Somersault Tuck,2.70
405C,10M,Inward 2 1/2 Somersault Tuck,2.50
406B,5M,Inward 3 Somersault Pike,4.00
406B,7M,Inward 3 Somersault Pike,3.40
406B,10M,Inward 3 Somersault Pike,3.50
406B,60M,Inward 3 Somersault Pike,4.50
406B,75M,Inward 3 Somersault Pike,5.00
406B,90M,Inward 3 Somersault Pike,5.60
406C,5M,Inward 3 Somersault Tuck,3.70
406C,7M,Inward 3 Somersault Tuck,3.10
406C,10M,Inward 3 Somersault Tuck,3.20
406C,60M,Inward 3 Somersault Tuck,4.00
406C,75M,Inward 3 Somersault Tuck,4.50
406C,90M,Inward 3 Somersault Tuck,5.00
407B,3M,Inward 3 1/2 Somersault Pike,3.70
407B,10M,Inward 3 1/2 Somersault Pike,3.50
407C,3M,Inward 3 1/2 Somersault Tuck,3.40
407C,7M,Inward 3 1/2 Somersault Tuck,3.40
407C,10M,Inward 3 1/2 Somersault Tuck,3.20
407D,1M,Inward 3 1/2 Somersault Free,3.80
408B,10M,Inward 4 Somersault Pike,4.40
408B,60M,Inward 4 Somersault Pike,5.40
408B,75M,Inward 4 Somersault Pike,5.90
408B,90M,Inward 4 Somersault Pike,6.50
408C,10M,Inward 4 Somersault Tuck,4.10
408C,60M,Inward 4 Somersault Tuck,4.90
408C,75M,Inward 4 Somersault Tuck,5.40
408C,90M,Inward 4 Somersault Tuck,5.90
409B,3M,Inward 4 1/2 Somersault Tuck,4.60
409C,3M,Inward 4 1/2 Somersault Tuck,4.20
409C,10M,Inward 4 1/2 Somersault Tuck,4.10
412B,1M,Inward Flying 1 Somersault Pike,2.10
412B,3M,Inward Flying 1 Somersault Pike,1.90
412B,5M,Inward Flying 1 Somersault Pike,2.10
412B,7M,Inward Flying 1 Somersault Pike,1.90
412B,10M,Inward Flying 1 Somersault Pike,2.00
412B,60M,Inward Flying 1 Somersault Pike,2.90
412B,75M,Inward Flying 1 Somersault Pike,3.40
412B,90M,Inward Flying 1 Somersault Pike,4.00
412C,1M,Inward Flying 1 Somersault Tuck,2.00
412C,3M,Inward Flying 1 Somersault Tuck,1.80
412C,5M,Inward Flying 1 Somersault Tuck,2.00
412C,7M,Inward Flying 1 Somersault Tuck,1.80
412C,10M,Inward Flying 1 Somersault Tuck,1.90
412C,60M,Inward Flying 1 Somersault Tuck,2.80
412C,75M,Inward Flying 1 Somersault Tuck,3.30
412C,90M,Inward Flying 1 Somersault Tuck,3.80
413B,1M,Inward Flying 1 1/2 Somersault Pike,2.90
413B,3M,Inward Flying 1 1/2 Somersault Pike,2.60
413B,5M,Inward Flying 1 1/2 Somersault Pike,2.90
413B,7M,Inward Flying 1 1/2 Somersault Pike,2.60
413B,10M,Inward Flying 1 1/2 Somersault Pike,2.50
413C,1M,Inward Flying 1 1/2 Somersault Tuck,2.70
413C,3M,Inward Flying 1 1/2 Somersault Tuck,2.40
413C,5M,Inward Flying 1 1/2 Somersault Tuck,2.70
413C,7M,Inward Flying 1 1/2 Somersault Tuck,2.40
413C,10M,Inward Flying 1 1/2 Somersault Tuck,2.30
414C,3M,Inward Flying 2 Somersault Tuck,2.90
414C,10M,Inward Flying 2 Somersault Tuck,2.90
600A,5M,Armstand Dive Straight,1.50
600A,7M,Armstand Dive Straight,1.60
600A,10M,Armstand Dive Straight,1.60
611A,1M,Armstand Forward 1/2 Somersault Straight,1.00
611A,3M,Armstand Forward 1/2 Somersault Straight,1.00
611A,5M,Armstand Forward 1/2 Somersault Straight,1.80
611A,7M,Armstand Forward 1/2 Somersault Straight,2.00
611A,10M,Armstand Forward 1/2 Somersault Straight,2.00
611A,60M,Armstand Forward 1/2 Somersault Straight,3.10
611A,75M,Armstand Forward 1/2 Somersault Straight,3.70
611A,90M,Armstand Forward 1/2 Somersault Straight,4.80
611B,5M,Armstand Forward 1/2 Somersault Pike,1.70
611B,7M,Armstand Forward 1/2 Somersault Pike,1.90
611B,10M,Armstand Forward 1/2 Somersault Pike,1.90
611B,60M,Armstand Forward 1/2 Somersault Pike,2.90
611B,75M,Armstand Forward 1/2 Somersault Pike,3.50
611B,90M,Armstand Forward 1/2 Somersault Pike,4.00
611C,5M,Armstand Forward 1/2 Somersault Tuck,1.50
611C,7M,Armstand Forward 1/2 Somersault Tuck,1.70
611C,10M,Armstand Forward 1/2 Somersault Tuck,1.70
611C,60M,Armstand Forward 1/2 Somersault Tuck,2.70
611C,75M,Armstand Forward 1/2 Somersault Tuck,3.30
611C,90M,Armstand Forward 1/2 Somersault Tuck,3.80
612A,5M,Armstand Forward 1 Somersault Straight,1.80
612A,7M,Armstand Forward 1 Somersault Straight,1.90
612A,10M,Armstand Forward 1 Somersault Straight,2.00
612B,5M,Armstand Forward 1 Somersault Pike,1.70
612B,7M,Armstand Forward 1 Somersault Pike,1.80
612B,10M,Armstand Forward 1 Somersault Pike,1.90
612C,5M,Armstand Forward 1 Somersault Tuck,1.50
612C,7M,Armstand Forward 1 Somersault Tuck,1.60
612C,10M,Armstand Forward 1 Somersault Tuck,1.70
613B,10M,Armstand Forward 1 1/2 Somersault Pike,2.20
613C,10M,Armstand Forward 1 1/2 Somersault Tuck,1.90
614B,5M,Armstand Forward 2 Somersault Pike,2.50
614B,7M,Armstand Forward 2 Somersault Pike,2.30
614B,10M,Armstand Forward 2 Somersault Pike,2.40
614C,5M,Armstand Forward 2 Somersault Tuck,2.20
614C,7M,Armstand Forward 2 Somersault Tuck,2.00
614C,10M,Armstand Forward 2 Somersault Tuck,2.10
616B,10M,Armstand Forward 3 Somersault Pike,3.30
616C,10M,Armstand Forward 3 Somersault Tuck,3.10
621A,5M,Armstand Back 1/2 Somersault Straight,1.70
621A,7M,Armstand Back 1/2 Somersault Straight,1.90
621A,10M,Armstand Back 1/2 Somersault Straight,1.90
621A,60M,Armstand Back 1/2 Somersault Straight,2.80
621A,75M,Armstand Back 1/2 Somersault Straight,3.40
621A,90M,Armstand Back 1/2 Somersault Straight,4.30
621B,5M,Armstand Back 1/2 Somersault Pike,1.60
621B,7M,Armstand Back 1/2 Somersault Pike,1.80
621B,10M,Armstand Back 1/2 Somersault Pike,1.80
621B,60M,Armstand Back 1/2 Somersault Pike,2.70
621B,75M,Armstand Back 1/2 Somersault Pike,3.30
621B,90M,Armstand Back 1/2 Somersault Pike,3.60
621C,5M,Armstand Back 1/2 Somersault Tuck,1.40
621C,7M,Armstand Back 1/2 Somersault Tuck,1.60
621C,10M,Armstand Back 1/2 Somersault Tuck,1.60
621C,60M,Armstand Back 1/2 Somersault Tuck,2.50
621C,75M,Armstand Back 1/2 Somersault Tuck,3.10
621C,90M,Armstand Back 1/2 Somersault Tuck,3.40
622A,5M,Armstand Back 1 Somersault Straight,2.10
622A,7M,Armstand Back 1 Somersault Straight,2.20
622A,10M,Armstand Back 1 Somersault Straight,2.30
622B,5M,Armstand Back 1 Somersault Pike,2.00
622B,7M,Armstand Back 1 Somersault Pike,2.10
622B,10M,Armstand Back 1 Somersault Pike,2.20
622C,5M,Armstand Back 1 Somersault Tuck,1.80
622C,7M,Armstand Back 1 Somersault Tuck,1.90
622C,10M,Armstand Back 1 Somersault Tuck,2.00
623A,5M,Armstand Back 1 1/2 Somersault Straight,2.50
623A,60M,Armstand Back 1 1/2 Somersault Straight,3.10
623A,75M,Armstand Back 1 1/2 Somersault Straight,3.80
623A,90M,Armstand Back 1 1/2 Somersault Straight,5.10
623B,5M,Armstand Back 1 1/2 Somersault Pike,2.30
623B,7M,Armstand Back 1 1/2 Somersault Pike,2.20
623B,10M,Armstand Back 1 1/2 Somersault Pike,2.20
623B,60M,Armstand Back 1 1/2 Somersault Pike,2.90
623B,75M,Armstand Back 1 1/2 Somersault Pike,3.60
623B,90M,Armstand Back 1 1/2 Somersault Pike,4.20
623C,5M,Armstand Back 1 1/2 Somersault Tuck,2.00
623C,7M,Armstand Back 1 1/2 Somersault Tuck,1.90
623C,10M,Armstand Back 1 1/2 Somersault Tuck,1.90
623C,60M,Armstand Back 1 1/2 Somersault Tuck,2.60
623C,75M,Armstand Back 1 1/2 Somersault Tuck,3.30
623C,90M,Armstand Back 1 1/2 Somersault Tuck,3.90
624A,5M,Armstand Back 2 Somersault Straight,3.10
624A,7M,Armstand Back 2 Somersault Straight,2.90
624A,10M,Armstand Back 2 Somersault Straight,3.00
624B,5M,Armstand Back 2 Somersault Pike,2.90
624B,7M,Armstand Back 2 Somersault Pike,2.70
624B,10M,Armstand Back 2 Somersault Pike,2.80
624C,5M,Armstand Back 2 Somersault Tuck,2.60
624C,7M,Armstand Back 2 Somersault Tuck,2.40
624C,10M,Armstand Back 2 Somersault Tuck,2.50
625B,60M,Armstand Back 2 1/2 Somersault Pike,3.80
625B,75M,Armstand Back 2 1/2 Somersault Pike,4.50
625B,90M,Armstand Back 2 1/2 Somersault Pike,5.20
625C,60M,Armstand Back 2 1/2 Somersault Tuck,3.50
625C,75M,Armstand Back 2 1/2 Somersault Tuck,4.20
625C,90M,Armstand Back 2 1/2 Somersault Tuck,4.90
626B,7M,Armstand Back 3 Somersault Pike,3.30
626B,10M,Armstand Back 3 Somersault Pike,3.50
626C,5M,Armstand Back 3 Somersault Tuck,3.50
626C,7M,Armstand Back 3 Somersault Tuck,3.10
626C,10M,Armstand Back 3 Somersault Tuck,3.30
628B,10M,Armstand Back 4 Somersault Pike,4.70
628C,10M,Armstand Back 4 Somersault Tuck,4.50
631A,5M,Armstand Reverse 1/2 Somersault Straight,1.80
631A,7M,Armstand Reverse 1/2 Somersault Straight,2.00
631A,10M,Armstand Reverse 1/2 Somersault Straight,2.00
631A,60M,Armstand Reverse 1/2 Somersault Straight,2.90
631A,75M,Armstand Reverse 1/2 Somersault Straight,3.50
631A,90M,Armstand Reverse 1/2 Somersault Straight,4.40
631B,5M,Armstand Reverse 1/2 Somersault Pike,1.70
631B,7M,Armstand Reverse 1/2 Somersault Pike,1.90
631B,10M,Armstand Reverse 1/2 Somersault Pike,1.90
631B,60M,Armstand Reverse 1/2 Somersault Pike,2.80
631B,75M,Armstand Reverse 1/2 Somersault Pike,3.40
631B,90M,Armstand Reverse 1/2 Somersault Pike,3.70
631C,5M,Armstand Reverse 1/2 Somersault Tuck,1.50
631C,7M,Armstand Reverse 1/2 Somersault Tuck,1.70
631C,10M,Armstand Reverse 1/2 Somersault Tuck,1.70
631C,60M,Armstand Reverse 1/2 Somersault Tuck,2.60
631C,75M,Armstand Reverse 1/2 Somersault Tuck,3.20
631C,90M,Armstand Reverse 1/2 Somersault Tuck,3.50
632B,5M,Armstand Reverse 1 Somersault Pike,2.10
632B,7M,Armstand Reverse 1 Somersault Pike,2.20
632B,10M,Armstand Reverse 1 Somersault Pike,2.30
632C,5M,Armstand Reverse 1 Somersault Tuck,1.90
632C,7M,Armstand Reverse 1 Somersault Tuck,2.00
632C,10M,Armstand Reverse 1 Somersault Tuck,2.10
633B,5M,Armstand Reverse 1 1/2 Somersault Pike,2.40
633B,7M,Armstand Reverse 1 1/2 Somersault Pike,2.30
633B,10M,Armstand Reverse 1 1/2 Somersault Pike,2.30
633B,60M,Armstand Reverse 1 1/2 Somersault Pike,3.00
633B,75M,Armstand Reverse 1 1/2 Somersault Pike,3.70
633B,90M,Armstand Reverse 1 1/2 Somersault Pike,4.40
633C,5M,Armstand Reverse 1 1/2 Somersault Tuck,2.10
633C,7M,Armstand Reverse 1 1/2 Somersault Tuck,2.00
633C,10M,Armstand Reverse 1 1/2 Somersault Tuck,2.00
633C,60M,Armstand Reverse 1 1/2 Somersault Tuck,2.70
633C,75M,Armstand Reverse 1 1/2 Somersault Tuck,3.40
633C,90M,Armstand Reverse 1 1/2 Somersault Tuck,4.10
634B,5M,Armstand Reverse 2 Somersault Pike,3.00
634B,7M,Armstand Reverse 2 Somersault Pike,2.80
634B,10M,Armstand Reverse 2 Somersault Pike,2.90
634C,5M,Armstand Reverse 2 Somersault Tuck,2.70
634C,7M,Armstand Reverse 2 Somersault Tuck,2.50
634C,10M,Armstand Reverse 2 Somersault Tuck,2.60
635B,60M,Armstand Reverse 2 1/2 Somersault Pike,3.90
635B,75M,Armstand Reverse 2 1/2 Somersault Pike,4.60
635B,90M,Armstand Reverse 2 1/2 Somersault Pike,5.30
635C,60M,Armstand Reverse 2 1/2 Somersault Tuck,3.60
635C,75M,Armstand Reverse 2 1/2 Somersault Tuck,4.30
635C,90M,Armstand Reverse 2 1/2 Somersault Tuck,5.00
636B,10M,Armstand Reverse 3 Somersault Pike,3.60
636C,7M,Armstand Reverse 3 Somersault Tuck,3.20
636C,10M,Armstand Reverse 3 Somersault Tuck,3.40
637B,60M,Armstand Reverse 3 1/2 Somersault Pike,4.60
637B,75M,Armstand Reverse 3 1/2 Somersault Pike,5.30
637B,90M,Armstand Reverse 3 1/2 Somersault Pike,6.00
637C,60M,Armstand Reverse 3 1/2 Somersault Tuck,4.40
637C,75M,Armstand Reverse 3 1/2 Somersault Tuck,5.10
637C,90M,Armstand Reverse 3 1/2 Somersault Tuck,5.80
638B,10M,Armstand Reverse 4 Somersault Pike,4.80
638C,10M,Armstand Reverse 4 Somersault Tuck,4.60
1011C,10M,Forward 5 1/2 Somersault Pike,4.70
5101A,1M,Forward Jump 1/2 Twist Straight,1.00
5101A,3M,Forward Jump 1/2 Twist Straight,1.00
5101A,5M,Forward Jump 1/2 Twist Straight,1.00
